subject_number,acc,prec,rec,f1
15,0.8229689712887859,0.48221521837010356,0.8263888888888888,0.6090417969860676
15,0.8038719473617614,0.6118052563550194,0.6863218946350894,0.6469248291571753
15,0.9842628729699107,1.0,0.948474855729596,0.973556166701925
15,0.9955833640044166,0.9987184963690731,0.986081822016027,0.9923599320882853
15,0.9196638240019775,0.9572215163066498,0.8045567817728729,0.874274661508704
15,0.926687306501548,0.8991813873330461,0.8535787321063395,0.8757868233319346
15,0.8236235989653898,0.4133551823023351,1.0,0.584927536231884
15,0.7286581588402924,0.10252029047415634,0.729483282674772,0.1797752808988764
15,0.8084852818496008,0.4509582863585118,0.8915304606240714,0.5989518342899924
15,0.9448444173276388,0.9298669891172914,0.8924564796905222,0.9107777339123568
15,0.6002198607548552,0.4352503103020273,0.3554054054054054,0.3912962618560535
15,0.7062629715541447,0.0963023161316538,0.5656324582338902,0.16458333333333333
15,0.7918441874619598,0.3445109780439122,0.9269602577873255,0.5023282887077998
15,0.8590669768580874,0.5307786384019568,1.0,0.6934753661784288
15,0.701800405389293,0.09121748963437618,0.7289156626506024,0.16214405360134002
